id	name	category	in_taxon
UniProtKB:P35367	HRH1 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:102463	Nfatc2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1349444	Haao Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1914625	Qprt Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:Q86XR7	TICAM2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8IUC6	TICAM1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q13114	TRAF3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P98172	EFNB1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P29323	EPHB2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8IYX1	TBC1D21 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P61026	RAB10 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P47224	RABIF Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q5VZ89	DENND4C Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P50395	GDI2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P31150	GDI1 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-210416	Astrocytic EAATs	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-70604	GLUL decamer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-374018	Mitochondrial ornithine transporters	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-70639	OAT hexamer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2993804	Btn-PC	biolink:Gene	NCBITaxon:9606
UniProtKB:P01137	TGFB1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q12899	TRIM26 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P01106	MYC Hsap	biolink:Gene	NCBITaxon:9606
GO:0032301	MutSalpha complex	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-71545	AGL	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-71586	PYGL dimer a form	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-453340	active PYGM and PYGB dimers	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-70356	GALT	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-70218	PGM1:Mg2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-372871	GAPDH tetramers	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-71520	phosphorylase kinase complex (PHKM)	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-71534	phosphorylase kinase complex (PHKL)	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5600681	C3PO	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-209723	AGO2	biolink:Gene	NCBITaxon:9606
UniProtKB:Q5JTZ9	AARS2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9UJV3	MID2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q5S007	LRRK2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O14966	RAB29 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P07550	ADRB2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q13177	PAK2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q92851	CASP10 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8853668	MAN2B1:Zn2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6799591	MAN2B2:Zn2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8853711	MANBA	biolink:Gene	NCBITaxon:9606
UniProtKB:Q6WB96	M2 NCBITaxon:694067	biolink:Gene	NCBITaxon:9606
UniProtKB:Q92985	IRF7 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NR96	TLR9 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BQ95	ECSIT Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q92478	CLEC2B Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NZS2	KLRF1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P48551	IFNAR2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P01570	IFNA14 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BXC1	GPR174 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q86XE3	MICU3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P08047	SP1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P32929	CTH Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q32ZE1	Q32ZE1 ZIKV	biolink:Gene	NCBITaxon:9606
UniProtKB:A7E2V4	ZSWIM8 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q92835	INPP5D Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P42338	PIK3CB Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5578802	DMPK dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-418312	ATP2A1-3	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1236915	TAP	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8939794	Unknown hydrolase	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1236927	Translocon	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96P70	IPO9 Hsap	biolink:Gene	NCBITaxon:9606
GO:0005839	proteasome core complex	biolink:Gene	NCBITaxon:9606
UniProtKB:Q53H80	AKIRIN2 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-442619	PAK1/3, 2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3928484	p-PAK1/3, 2	biolink:Gene	NCBITaxon:9606
MGI:MGI:101910	F2rl1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1097165	Nrg3 Mmus	biolink:Gene	NCBITaxon:10090
obo:go/extensions/reacto.owl#REACTO_R-HSA-3000318	p-T210-PLK1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1299435	TAZ	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1524100	HADH octamer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1524095	PLA2G4A:Ca2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1524076	iPLA2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1498783	LCLAT1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1500656	PISD:Pyruvoyl	biolink:Gene	NCBITaxon:9606
GO:0071986	Ragulator complex	biolink:Gene	NCBITaxon:9606
UniProtKB:Q13309	SKP2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q6NYC1	JMJD6 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q6ZQX7	LIAT1 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:107504	Gip Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1352753	Gipr Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:Q9Y6B6	SAR1B Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P10909	CLU Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O15084	ANKRD28 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96S21	RAB40C Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O00451	GFRA2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q99748	NRTN Hsap	biolink:Gene	NCBITaxon:9606
GO:0070442	integrin alphaIIb-beta3 complex	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96PU5	NEDD4L Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1604613	MIPP	biolink:Gene	NCBITaxon:9606
MGI:MGI:1920501	Setd7 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1922815	Sgf29 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1919202	Riox1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2442261	Cgas Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:P11309	PIM1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P46379	BAG6 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8TDY2	RB1CC1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BYW2	SETD2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BXN2	CLEC7A Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9H257	CARD9 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O95999	BCL10 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9UDY8	MALT1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9Y4E8	USP15 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BVG3	TRIM62 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8N5B7	CERS5 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q16739	UGCG Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P08913	ADRA2A Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q15042	RAB3GAP1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NP72	RAB18 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96BZ9	TBC1D20 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:96623	Itpr1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2441731	Ffar2 Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:O00629	KPNA4 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2990877	Cathepsin G	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2022357	ENPEP:Zn2+ dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2022344	ACE2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2990850	Renin	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2065414	ACE_HUMAN	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-708327	CMA1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3229246	Carboxypeptidase B	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-508496	ACE	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2022345	CTSZ	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9727395	MME:Zn2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2022352	REN	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2065391	REN	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2022361	ANPEP:Zn2+ dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5696462	BDH2 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5694468	AACS	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-74264	HMGCL dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-56573	HMGCS2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5696385	ACSS3	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-158770	Plasmin	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-4127463	SERPINE1-like proteins	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-158928	PLAU(21-177):PLAU(179-431)	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-4127462	SERPINE1-like proteins	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2990857	SERPINB2,6,8	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-158945	uPA	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-158760	tissue plasminogen activator (two-chain)	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-141760	SERPINF2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-158754	PLAT	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9H0P0	NT5C3A Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P32320	CDA Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P01275	GCG Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P04075	ALDOA Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q86SM8	MRGPRE Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O00626	CCL22 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q7Z434-1	MAVS Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DTD1-PRO_0000449621	nsp3 Scov2	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DTD1-PRO_0000449633	nsp16 Scov2	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DTD1-PRO_0000449619	nsp1 Scov2	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DTC6	ORF6 Scov2	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DTD1-PRO_0000449629	nsp12 Scov2	biolink:Gene	NCBITaxon:9606
UniProtKB:Q13114-2	TRAF3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DTD1-PRO_0000449624	nsp6 Scov2	biolink:Gene	NCBITaxon:9606
UniProtKB:O95786-2	RIGI Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DTD2	ORF9b Scov2	biolink:Gene	NCBITaxon:9606
UniProtKB:O94826	TOMM70 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DTC9	N protein Scov2	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DTD1-PRO_0000449630	nsp13 Scov2	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DTC5	M protein Scov2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-549151	lipins	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-200109	DGAT1 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-549188	DGAT2	biolink:Gene	NCBITaxon:9606
UniProtKB:P09382	LGALS1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q07108	CD69 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-191371	LSS	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-194721	CYP51A1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-194019	CYP11B2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-194028	CYP21A2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-193137	CYP19A1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8851222	ENTPD4:Ca2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8850845	NTPDase1:Ca2+,Mg2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8851367	ENTPD5:Ca2+,Mg2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8851105	ENTPD3:Ca2+,Mg2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8851542	ENTPD8:Ca2+,Mg2+	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9ULK0	GRID1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P05129	PRKCG Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q14934-12	NFATC4 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-57033	CASP-9	biolink:Gene	NCBITaxon:9606
UniProtKB:O60896	RAMP3 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2892443	SYK/p-LYN	biolink:Gene	NCBITaxon:9606
UniProtKB:O75943	RAD17 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9Y228	TRAF3IP3 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5682859	DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:p-S139-H2AFX,Me2K21-HIST1H4A-Nucleosome:p-5T-MDC1:KDM4A,B:p-S102-WHSC1:RNF8:Zn2+:SUMO1:p-T4827-HERC2:UBE2N:UBE2V2:RNF168:PIAS4	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5682861	DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:K63PolyUb-K14,K16,p-S139-H2AFX,Me2K21-HIST1H4A-Nucleosome:p-5T-MDC1:KDM4A,B:p-S102-WHSC1:RNF8:Zn2+:SUMO1:p-T4827-HERC2:UBE2N:UBE2V2:RNF168:PIAS4	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5683410	PPP5C	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1183215	NSD2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5683980	p-EYA1-4	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9619954	p-T359,S363,T573-RSK	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9619866	PDPK1:PIP3,PDPK1:PIP2	biolink:Gene	NCBITaxon:9606
UniProtKB:P15170	GSPT1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P62495	ETF1 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-525814	CACNA1D	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9662113	AT2B2_HUMAN	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9658856	MET channel	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-418301	PMCA1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-418462	KCNMA1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9659553	KCNQ4 tetramer	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9GZQ6	NPFFR1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9HCQ7	NPVF Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P13861-1	PRKAR2A Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q08493	PDE4C Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P17612-1	PRKACA Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P55061	TMBIM6 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O75460	ERN1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P17861	XBP1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NZS9	BFAR Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q16654	PDK4 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q15760	GPR19 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q6UWT2	ENHO Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9624892	SUMO1:RANGAP1 homodimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-198276	PKC-delta/epsilon	biolink:Gene	NCBITaxon:9606
UniProtKB:P78527	PRKDC Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q5VWK5	IL23R Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P42701	IL12RB1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q14765	STAT4 Hsap	biolink:Gene	NCBITaxon:9606
ComplexPortal:CPX-3290	interleukin-23_human Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:1922658	Dph3 Mmus	biolink:Gene	NCBITaxon:10090
GO:0120513	2-(3-amino-3-carboxypropyl)histidine synthase complex	biolink:Gene	NCBITaxon:10090
MGI:MGI:1919522	Dnajc24 Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:Q9HC73	CRLF2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O75376	NCOR1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P20393	NR1D1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q14995	NR1D2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P10221	UL37 HHV11	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96PP8	GBP5 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P09958	FURIN Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P04578	env NCBITaxon:11706	biolink:Gene	NCBITaxon:9606
UniProtKB:P32456	GBP2 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:1860456	Pck2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1921435	Gbe1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1858229	Ppp1r3c Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2385254	Gys2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:101805	Gys1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1341085	Epm2a Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1351614	Gyg1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2145264	Nhlrc1 Mmus	biolink:Gene	NCBITaxon:10090
obo:go/extensions/reacto.owl#REACTO_R-HSA-6814775	GDE7	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6814136	GDE2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1498821	NTE	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6814769	GDE4	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-480310	KAT6A	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6805654	MTA2-NuRD complex	biolink:Gene	NCBITaxon:9606
MGI:MGI:2443815	Stxbp5l Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:104563	Napa Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2152971	Rims1 Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:O15455	TLR3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O75382	TRIM3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8NB14	USP38 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96MN2	NLRP4 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P40933	IL15 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q13261	IL15RA Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P14784	IL2RB Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-192480	dimerized CEL:bile salt complex	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-265453	NPC1L1-1	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9Y5U4	INSIG2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q14703	MBTPS1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P35558	PCK1 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-173537	SMURF2	biolink:Gene	NCBITaxon:9606
UniProtKB:P49802	RGS7 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q16581	C3AR1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q13393	PLD1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q5T0W9	FAM83B Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P01133-3	EGF Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1638063	GNS	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3229251	BGAL	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1793214	keratan sulfate 1,4-beta-D-galactosidase	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1630327		biolink:Gene	NCBITaxon:9606
UniProtKB:Q13976	PRKG1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P16860	NPPB Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:1913672	Dctpp1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:98181	Rrm2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:98180	Rrm1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:97805	Ptpn1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:88562	Ctsd Mmus	biolink:Gene	NCBITaxon:10090
GO:0033180	proton-transporting V-type ATPase, V1 domain	biolink:Gene	NCBITaxon:10090
MGI:MGI:1202296	Sorl1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:109629	Atp6ap1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:96412	Ide Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:P04487	US11 HHV11	biolink:Gene	NCBITaxon:9606
