agent_type	category	id	knowledge_level	object	original_object	original_predicate	original_subject	predicate	publications	sources	subject
manual_agent	biolink:GeneToGeneAssociation	45f6f529-fc8e-40f0-bf1a-57c37f243039	knowledge_assertion	UniProtKB:Q8WUK0	UniProtKB:Q8WUK0	RO:0002413	UniProtKB:Q32NB8	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q32NB8
manual_agent	biolink:GeneToGeneAssociation	a630ef28-855e-4088-939f-44bb02992db4	knowledge_assertion	UniProtKB:Q32NB8	UniProtKB:Q32NB8	RO:0002413	UniProtKB:Q96BW9	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q96BW9
manual_agent	biolink:GeneToGeneAssociation	de022e40-8281-4e29-bc0a-206ce932200c	knowledge_assertion	UniProtKB:Q86WV6	UniProtKB:Q86WV6	RO:0002305	UniProtKB:Q01225	biolink:related_to	PMID:30728498	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q01225
manual_agent	biolink:GeneToGeneAssociation	21e201b9-8fc1-4ba0-9dce-09f2f37dfe23	knowledge_assertion	UniProtKB:Q01225	UniProtKB:Q01225	RO:0002629	UniProtKB:Q01225	biolink:directly_positively_regulates	PMID:30728498	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q01225
manual_agent	biolink:GeneToGeneAssociation	f9bb4539-5e8f-4592-a57e-bdedb49f29e0	knowledge_assertion	MGI:MGI:1915237	MGI:MGI:1915237	RO:0002413	MGI:MGI:1921700	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:1921700
manual_agent	biolink:GeneToGeneAssociation	cb8e8209-fb6b-49e3-8f16-b1b27a3bb073	knowledge_assertion	MGI:MGI:1918993	MGI:MGI:1918993	RO:0002413	MGI:MGI:1914062	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:1914062
manual_agent	biolink:GeneToGeneAssociation	41d42110-1f17-4278-86a6-a6fa28d78b84	knowledge_assertion	MGI:MGI:1914062	MGI:MGI:1914062	RO:0002413	MGI:MGI:1915237	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:1915237
manual_agent	biolink:GeneToGeneAssociation	3778eee4-4b8d-4a04-b30c-276fcca88cb2	knowledge_assertion	MGI:MGI:1915237	MGI:MGI:1915237	RO:0002413	MGI:MGI:1922985	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:1922985
manual_agent	biolink:GeneToGeneAssociation	e4d15909-3e07-49d7-b12e-4e116afc3b0b	knowledge_assertion	MGI:MGI:1918993	MGI:MGI:1918993	RO:0002413	MGI:MGI:1918993	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:1918993
manual_agent	biolink:GeneToGeneAssociation	d2432626-0439-4c58-a2da-280fa2a69779	knowledge_assertion	MGI:MGI:1920382	MGI:MGI:1920382	RO:0002413	MGI:MGI:1918993	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:1918993
manual_agent	biolink:GeneToGeneAssociation	21d4d64a-34da-4b86-b938-fe477719567a	knowledge_assertion	MGI:MGI:1920345	MGI:MGI:1920345	RO:0002413	MGI:MGI:1918993	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:1918993
manual_agent	biolink:GeneToGeneAssociation	121c5c30-8467-4893-9207-5bd5676c3b8f	knowledge_assertion	MGI:MGI:1921700	MGI:MGI:1921700	RO:0002411	MGI:MGI:2660847	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:2660847
manual_agent	biolink:GeneToGeneAssociation	60b91907-5fd6-4c20-abfc-fe4f1d79d180	knowledge_assertion	MGI:MGI:1922985	MGI:MGI:1922985	RO:0002411	MGI:MGI:2660847	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:2660847
manual_agent	biolink:GeneToGeneAssociation	2ae3f26c-7ac6-4568-b4fa-b59830a25a5f	knowledge_assertion	MGI:MGI:2660847	MGI:MGI:2660847	RO:0002629	MGI:MGI:1919871	biolink:directly_positively_regulates	PMID:21183659	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:1919871
manual_agent	biolink:GeneToGeneAssociation	77356b79-9619-4be8-8173-85edf2290994	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-5693080	obo:go/extensions/reacto.owl#REACTO_R-HSA-5693080	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-157049	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-157049
manual_agent	biolink:GeneToGeneAssociation	75a4f35c-e60b-4f7a-9d3c-6fd5591719af	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-9010062	obo:go/extensions/reacto.owl#REACTO_R-HSA-9010062	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-5692942	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-5692942
manual_agent	biolink:GeneToGeneAssociation	78ec132b-3a38-4f2f-b2dd-0774216cd1a8	knowledge_assertion	UniProtKB:P04637	UniProtKB:P04637	RO:0002630	MGI:MGI:96952	biolink:directly_negatively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:96952
manual_agent	biolink:GeneToGeneAssociation	68e9d4cf-7d66-4f21-ae9d-5b7e77f5a7d6	knowledge_assertion	UniProtKB:P04637	UniProtKB:P04637	RO:0002630	UniProtKB:Q00987	biolink:directly_negatively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q00987
manual_agent	biolink:GeneToGeneAssociation	23779d52-318d-4751-9195-b7e51d00ef51	knowledge_assertion	MGI:MGI:95294	MGI:MGI:95294	RO:0002629	MGI:MGI:88068	biolink:directly_positively_regulates	PMID:8702723	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:88068
manual_agent	biolink:GeneToGeneAssociation	81237220-bea7-45ee-a876-ed5a76915f7d	knowledge_assertion	MGI:MGI:95410	MGI:MGI:95410	RO:0002629	MGI:MGI:95294	biolink:directly_positively_regulates	PMID:8702723	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	MGI:MGI:95294
manual_agent	biolink:GeneToGeneAssociation	17fa86c6-d70d-42b1-8084-2b43ba1b01e7	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-389999	obo:go/extensions/reacto.owl#REACTO_R-HSA-389999	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-390232	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-390232
manual_agent	biolink:GeneToGeneAssociation	4c0e2814-d15d-4871-973a-92f88a20a457	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-390232	obo:go/extensions/reacto.owl#REACTO_R-HSA-390232	RO:0002411	obo:go/extensions/reacto.owl#REACTO_R-HSA-382566	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-382566
manual_agent	biolink:GeneToGeneAssociation	ca66066b-c1c1-4cb5-a446-cc731c791f6e	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-400122	obo:go/extensions/reacto.owl#REACTO_R-HSA-400122	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-5676214	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-5676214
manual_agent	biolink:GeneToGeneAssociation	4601724e-277e-404c-b8a3-f7c8045f5b2c	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046072	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046072	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-400122	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-400122
manual_agent	biolink:GeneToGeneAssociation	56605d45-db42-4f56-8237-bc0c81bfadb6	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-390238	obo:go/extensions/reacto.owl#REACTO_R-HSA-390238	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-389999	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-389999
manual_agent	biolink:GeneToGeneAssociation	643cfb48-935a-4990-ae36-c40ef5908a08	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046067	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046067	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-389999	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-389999
manual_agent	biolink:GeneToGeneAssociation	f7fb0a6a-d0c9-4359-84ed-cc80e7488fcd	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-389999	obo:go/extensions/reacto.owl#REACTO_R-HSA-389999	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-389999	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-389999
manual_agent	biolink:GeneToGeneAssociation	74795a42-50ad-47fe-8d86-3fac60ed16ee	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-548677	obo:go/extensions/reacto.owl#REACTO_R-HSA-548677	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046072	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046072
manual_agent	biolink:GeneToGeneAssociation	f3aaca71-a589-40c0-b425-c4b8649066f8	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046069	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046069	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046075	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046075
manual_agent	biolink:GeneToGeneAssociation	b3d7cfa1-4963-4033-a7a2-1a67a64abff5	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-5676214	obo:go/extensions/reacto.owl#REACTO_R-HSA-5676214	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046069	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046069
manual_agent	biolink:GeneToGeneAssociation	08be721e-7c7c-4346-ae67-67ae35257090	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-382566	obo:go/extensions/reacto.owl#REACTO_R-HSA-382566	RO:0002411	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046069	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046069
manual_agent	biolink:GeneToGeneAssociation	5295112c-9b19-4a3f-825a-336fdf5d66c4	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046069	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046069	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-548677	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-548677
manual_agent	biolink:GeneToGeneAssociation	38878c1a-9918-4f8f-83c0-927a75c8bdfb	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-193426	obo:go/extensions/reacto.owl#REACTO_R-HSA-193426	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046067	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-2046067
manual_agent	biolink:GeneToGeneAssociation	f684be5a-203c-4bf0-b9fa-464e257d7a0a	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-193426	obo:go/extensions/reacto.owl#REACTO_R-HSA-193426	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-390238	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-390238
manual_agent	biolink:GeneToGeneAssociation	7661bf8b-1737-449a-86c6-69ec5858b396	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-74193	obo:go/extensions/reacto.owl#REACTO_R-HSA-74193	RO:0002411	obo:go/extensions/reacto.owl#REACTO_R-HSA-58048	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-58048
manual_agent	biolink:GeneToGeneAssociation	fa0103e7-e4a5-4ecf-b3c3-4bc6b7eb5730	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-1454927	obo:go/extensions/reacto.owl#REACTO_R-HSA-1454927	RO:0002411	obo:go/extensions/reacto.owl#REACTO_R-HSA-9750562	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-9750562
manual_agent	biolink:GeneToGeneAssociation	a7841bce-02e9-4bc4-8a8a-9c19d79d4492	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-58048	obo:go/extensions/reacto.owl#REACTO_R-HSA-58048	RO:0002411	obo:go/extensions/reacto.owl#REACTO_R-HSA-9750562	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-9750562
manual_agent	biolink:GeneToGeneAssociation	f47f53dc-880d-4aa8-871b-bb59c3afde38	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-1454939	obo:go/extensions/reacto.owl#REACTO_R-HSA-1454939	RO:0002411	obo:go/extensions/reacto.owl#REACTO_R-HSA-9750562	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-9750562
manual_agent	biolink:GeneToGeneAssociation	ae0e1d7e-8500-4e88-936e-ed07c1291fa2	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-9750562	obo:go/extensions/reacto.owl#REACTO_R-HSA-9750562	RO:0002411	obo:go/extensions/reacto.owl#REACTO_R-HSA-500309	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-500309
manual_agent	biolink:GeneToGeneAssociation	f9ebd1b2-148c-4f36-9fe8-69c9d181aa27	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-1454939	obo:go/extensions/reacto.owl#REACTO_R-HSA-1454939	RO:0002411	obo:go/extensions/reacto.owl#REACTO_R-HSA-500309	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-500309
manual_agent	biolink:GeneToGeneAssociation	4c2b9da9-cb80-49d0-ab82-2bcada09f16d	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-9750554	obo:go/extensions/reacto.owl#REACTO_R-HSA-9750554	RO:0002411	obo:go/extensions/reacto.owl#REACTO_R-HSA-74193	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-74193
manual_agent	biolink:GeneToGeneAssociation	e35d924c-573b-4ae3-9a2d-a86b82cd9b38	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-442272	obo:go/extensions/reacto.owl#REACTO_R-HSA-442272	RO:0002411	obo:go/extensions/reacto.owl#REACTO_R-HSA-74193	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-74193
