agent_type	category	id	knowledge_level	object	original_object	original_predicate	original_subject	predicate	publications	sources	subject
manual_agent	biolink:GeneToGeneAssociation	67fc0ca4-a9dd-45ef-8869-52e05f43f3e3	knowledge_assertion	UniProtKB:Q9NT62	UniProtKB:Q9NT62	RO:0002413	UniProtKB:O95352	biolink:related_to	PMID:21873635	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:O95352
manual_agent	biolink:GeneToGeneAssociation	bad885b8-973c-445b-b782-96704cd8a663	knowledge_assertion	UniProtKB:O95166	UniProtKB:O95166	RO:0002629	UniProtKB:Q9Y4P1	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9Y4P1
manual_agent	biolink:GeneToGeneAssociation	dc1b3e63-b9a4-45e0-ac16-583557a9bff4	knowledge_assertion	UniProtKB:Q9BXW4	UniProtKB:Q9BXW4	RO:0002629	UniProtKB:Q9Y4P1	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9Y4P1
manual_agent	biolink:GeneToGeneAssociation	520dcb06-7453-4fae-b269-1cbc0f3cb573	knowledge_assertion	UniProtKB:P60520	UniProtKB:P60520	RO:0002629	UniProtKB:Q9Y4P1	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9Y4P1
manual_agent	biolink:GeneToGeneAssociation	355d0df6-85a7-4fb3-98aa-53a5a44fd8c5	knowledge_assertion	UniProtKB:Q9H0R8	UniProtKB:Q9H0R8	RO:0002629	UniProtKB:Q9Y4P1	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9Y4P1
manual_agent	biolink:GeneToGeneAssociation	72f55db3-689f-4673-8383-c3b02b4417df	knowledge_assertion	UniProtKB:Q9GZQ8	UniProtKB:Q9GZQ8	RO:0002629	UniProtKB:Q9Y4P1	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9Y4P1
manual_agent	biolink:GeneToGeneAssociation	a9299a6f-3afb-4b12-9397-73e94cd7b435	knowledge_assertion	UniProtKB:Q9H492	UniProtKB:Q9H492	RO:0002629	UniProtKB:Q9Y4P1	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9Y4P1
manual_agent	biolink:GeneToGeneAssociation	608d40da-ad97-42bd-9bb8-45e51586ec11	knowledge_assertion	UniProtKB:Q9H1Y0	UniProtKB:Q9H1Y0	RO:0002413	UniProtKB:Q9NT62	biolink:related_to		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9NT62
manual_agent	biolink:GeneToGeneAssociation	996fdcd5-22aa-42fc-a268-a27a2b2f6645	knowledge_assertion	UniProtKB:Q9H492	UniProtKB:Q9H492	RO:0002629	UniProtKB:Q86TL0-2	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q86TL0-2
manual_agent	biolink:GeneToGeneAssociation	5e6b2873-67c7-4bc7-a59a-d454f7b7c4e5	knowledge_assertion	UniProtKB:P60520	UniProtKB:P60520	RO:0002629	UniProtKB:Q86TL0-2	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q86TL0-2
manual_agent	biolink:GeneToGeneAssociation	a0dbe7e8-c9f8-4fb2-9343-190f1cb76955	knowledge_assertion	UniProtKB:Q9BXW4	UniProtKB:Q9BXW4	RO:0002629	UniProtKB:Q86TL0-2	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q86TL0-2
manual_agent	biolink:GeneToGeneAssociation	b03b06f1-97e5-4196-9c9b-0a4d83dfd889	knowledge_assertion	UniProtKB:Q9GZQ8	UniProtKB:Q9GZQ8	RO:0002629	UniProtKB:Q86TL0-2	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q86TL0-2
manual_agent	biolink:GeneToGeneAssociation	f082fd9d-8f86-4a03-a548-702a69aeb278	knowledge_assertion	UniProtKB:Q8TDY2-1	UniProtKB:Q8TDY2-1	RO:0002629	UniProtKB:O75385	biolink:directly_positively_regulates	PMID:20921139	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:O75385
manual_agent	biolink:GeneToGeneAssociation	35893e76-ffd1-46f2-99df-29d0c3467a17	knowledge_assertion	UniProtKB:Q14457	UniProtKB:Q14457	RO:0002629	UniProtKB:O75385	biolink:directly_positively_regulates	PMID:23685627	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:O75385
manual_agent	biolink:GeneToGeneAssociation	aa7c70b1-dbcc-4358-8200-dca25cd5b605	knowledge_assertion	UniProtKB:Q9C0C7-4	UniProtKB:Q9C0C7-4	RO:0002629	UniProtKB:O75385	biolink:directly_positively_regulates	PMID:20921139	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:O75385
manual_agent	biolink:GeneToGeneAssociation	0042e636-25ac-42a0-b7b6-c3c2c44295ed	knowledge_assertion	UniProtKB:Q6ZNE5	UniProtKB:Q6ZNE5	RO:0002629	UniProtKB:O75385	biolink:directly_positively_regulates	PMID:27046250	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:O75385
manual_agent	biolink:GeneToGeneAssociation	71622d51-ea1a-4e5c-8aab-17a581f82a5e	knowledge_assertion	UniProtKB:Q676U5	UniProtKB:Q676U5	RO:0002629	UniProtKB:Q8TDY2-1	biolink:directly_positively_regulates	PMID: 23392225	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q8TDY2-1
manual_agent	biolink:GeneToGeneAssociation	8a9581a7-91ce-4308-8aca-617cef0b7f79	knowledge_assertion	UniProtKB:Q9H1Y0	UniProtKB:Q9H1Y0	RO:0002629	UniProtKB:Q676U5	biolink:directly_positively_regulates	PMID:30778222	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q676U5
manual_agent	biolink:GeneToGeneAssociation	7cc08d9b-49da-42aa-99e8-03458c348c84	knowledge_assertion	UniProtKB:Q8NEB9	UniProtKB:Q8NEB9	RO:0002629	UniProtKB:Q14457	biolink:directly_positively_regulates	PMID:25891078|PMID:25891078	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q14457
manual_agent	biolink:GeneToGeneAssociation	e8d1f5d7-c913-47a7-9d6a-95b9fb134fd6	knowledge_assertion	UniProtKB:Q14457	UniProtKB:Q14457	RO:0002629	UniProtKB:Q6ZNE5	biolink:directly_positively_regulates	PMID:20713597	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q6ZNE5
manual_agent	biolink:GeneToGeneAssociation	9158b9d6-4de1-4d05-bc2c-dfb75cd16998	knowledge_assertion	UniProtKB:Q8NEB9	UniProtKB:Q8NEB9	RO:0002629	UniProtKB:Q6ZNE5	biolink:directly_positively_regulates	PMID:20713597	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q6ZNE5
manual_agent	biolink:GeneToGeneAssociation	cc5d6b90-0654-4f99-842c-8396ff5763f9	knowledge_assertion	UniProtKB:Q9GZQ8	UniProtKB:Q9GZQ8	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	5745a10d-4abb-41ae-b94e-29594e3be9bb	knowledge_assertion	UniProtKB:O95166	UniProtKB:O95166	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	16081166-59b9-4c78-a1e5-d6edf319ce86	knowledge_assertion	UniProtKB:Q9H0R8	UniProtKB:Q9H0R8	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	53813c0d-7d20-48fc-9ed0-f4f09a0a9a90	knowledge_assertion	UniProtKB:Q9H492	UniProtKB:Q9H492	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	18861731-2965-417b-8db6-00ea1708d62e	knowledge_assertion	UniProtKB:P60520	UniProtKB:P60520	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	0d0a07d9-99ba-47f7-aedc-c69fad6a0c8a	knowledge_assertion	UniProtKB:Q9BXW4	UniProtKB:Q9BXW4	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	393fedc3-4f12-43be-9896-2516f9824cce	knowledge_assertion	UniProtKB:O75385	UniProtKB:O75385	RO:0002629	UniProtKB:O75143	biolink:directly_positively_regulates	PMID:19225151	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:O75143
manual_agent	biolink:GeneToGeneAssociation	80a65447-78a2-4418-adb8-1cac2d833c50	knowledge_assertion	UniProtKB:Q9H1Y0	UniProtKB:Q9H1Y0	RO:0002629	UniProtKB:Q9H0Y0	biolink:directly_positively_regulates	PMID:16963840|PMID:16963840	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H0Y0
manual_agent	biolink:GeneToGeneAssociation	522d51e5-0016-4761-b8ff-03cbcc3793d2	knowledge_assertion	UniProtKB:O95166	UniProtKB:O95166	RO:0002629	UniProtKB:Q8WYN0	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q8WYN0
manual_agent	biolink:GeneToGeneAssociation	69f4f59c-f229-419c-8724-6450bc7e30bd	knowledge_assertion	UniProtKB:Q9H0R8	UniProtKB:Q9H0R8	RO:0002629	UniProtKB:Q8WYN0	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q8WYN0
manual_agent	biolink:GeneToGeneAssociation	74214b19-3406-4a99-a9fd-fc56c08bb2ad	knowledge_assertion	UniProtKB:P60520	UniProtKB:P60520	RO:0002629	UniProtKB:Q8WYN0	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q8WYN0
manual_agent	biolink:GeneToGeneAssociation	5720e0ed-9c4f-45cf-8a22-10e0bb5b4edc	knowledge_assertion	UniProtKB:O75385	UniProtKB:O75385	RO:0002629	UniProtKB:Q9Y4K3	biolink:directly_positively_regulates	PMID:23524951|PMID:23524951	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9Y4K3
manual_agent	biolink:GeneToGeneAssociation	c6b8ad75-64b6-47bd-bfc5-38c35852b41f	knowledge_assertion	UniProtKB:Q14457	UniProtKB:Q14457	RO:0002629	UniProtKB:Q9Y4K3	biolink:directly_positively_regulates	PMID:20501938	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9Y4K3
manual_agent	biolink:GeneToGeneAssociation	c4fd8e8d-c83e-45c3-9829-6d148f70f976	knowledge_assertion	UniProtKB:Q9C0C7-4	UniProtKB:Q9C0C7-4	RO:0002630	UniProtKB:P42345	biolink:directly_negatively_regulates	PMID:23524951|PMID:23524951	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:P42345
manual_agent	biolink:GeneToGeneAssociation	8e284bfc-1e45-45c6-95ca-55c25a31d223	knowledge_assertion	UniProtKB:Q9GZQ8	UniProtKB:Q9GZQ8	RO:0002629	UniProtKB:Q96DT6	biolink:directly_positively_regulates	PMID:21177865|PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q96DT6
manual_agent	biolink:GeneToGeneAssociation	28f4f365-990b-4011-a0af-451c5d56c3c3	knowledge_assertion	UniProtKB:Q9H492	UniProtKB:Q9H492	RO:0002629	UniProtKB:Q96DT6	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q96DT6
manual_agent	biolink:GeneToGeneAssociation	2fe2991c-7dd9-47b2-b4ad-d5ef4bdef76b	knowledge_assertion	UniProtKB:Q9BXW4	UniProtKB:Q9BXW4	RO:0002629	UniProtKB:Q96DT6	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q96DT6
manual_agent	biolink:GeneToGeneAssociation	7a65a511-fa08-4add-acd6-009cfb795bbf	knowledge_assertion	UniProtKB:P60520	UniProtKB:P60520	RO:0002629	UniProtKB:Q96DT6	biolink:directly_positively_regulates	PMID:21177865	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q96DT6
manual_agent	biolink:GeneToGeneAssociation	38a02d3a-1737-4603-b2c7-0f28aff1eacd	knowledge_assertion	UniProtKB:P42081	UniProtKB:P42081	RO:0012010	UniProtKB:P16410	biolink:related_to	PMID:11279501	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:P16410
manual_agent	biolink:GeneToGeneAssociation	4257f179-a222-4788-820c-38ab5fe235b6	knowledge_assertion	UniProtKB:P01730	UniProtKB:P01730	RO:0002629	GO:0042105	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	GO:0042105
manual_agent	biolink:GeneToGeneAssociation	16f13a0c-166b-4200-9910-ac1cf2b19690	knowledge_assertion	GO:0042105	GO:0042105	RO:0002629	UniProtKB:P10747	biolink:directly_positively_regulates	PMID:12196291	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:P10747
manual_agent	biolink:GeneToGeneAssociation	bc06577c-9e4d-4751-9026-946b21bd0191	knowledge_assertion	GO:0042105	GO:0042105	RO:0002629	GO:0042613	biolink:directly_positively_regulates	PMID:21502329	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	GO:0042613
manual_agent	biolink:GeneToGeneAssociation	9c38aa9a-c6b8-430b-8068-3cc8f7aa1128	knowledge_assertion	UniProtKB:P16410	UniProtKB:P16410	RO:0002629	UniProtKB:P42081	biolink:directly_positively_regulates	PMID:11279501	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:P42081
manual_agent	biolink:GeneToGeneAssociation	f476ed0a-b47a-4926-b85a-e536af0ba194	knowledge_assertion	UniProtKB:P10747	UniProtKB:P10747	RO:0002629	UniProtKB:P42081	biolink:directly_positively_regulates	PMID:12196291	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:P42081
manual_agent	biolink:GeneToGeneAssociation	e160f93d-0646-42cc-853b-5d57168d3285	knowledge_assertion	UniProtKB:P12830	UniProtKB:P12830	RO:0002629	UniProtKB:Q92805	biolink:directly_positively_regulates	PMID:34969853	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q92805
manual_agent	biolink:GeneToGeneAssociation	37b19aca-8e42-4934-ac56-5c9af52ff226	knowledge_assertion	UniProtKB:Q9H0J9	UniProtKB:Q9H0J9	RO:0002629	UniProtKB:Q15139	biolink:directly_positively_regulates	PMID:28428613	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q15139
manual_agent	biolink:GeneToGeneAssociation	e049ced0-057c-43b0-8341-d3197ca4e1ba	knowledge_assertion	UniProtKB:Q92805	UniProtKB:Q92805	RO:0002629	UniProtKB:Q9H0J9	biolink:directly_positively_regulates	PMID:25043379	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H0J9
manual_agent	biolink:GeneToGeneAssociation	056dedfd-365a-4358-bdc6-82719706f18e	knowledge_assertion	UniProtKB:O95071	UniProtKB:O95071	RO:0012010	UniProtKB:Q9Y6Q9	biolink:related_to	PMID:9267036	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9Y6Q9
manual_agent	biolink:GeneToGeneAssociation	1ebfd6f4-f57e-4d00-95ca-5bfd0faa3c25	knowledge_assertion	UniProtKB:P10276	UniProtKB:P10276	RO:0002630	UniProtKB:O95071	biolink:directly_negatively_regulates	PMID:37478846	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:O95071
manual_agent	biolink:GeneToGeneAssociation	62ab0df1-026e-49d1-a23a-181f01297ae6	knowledge_assertion	UniProtKB:P19793	UniProtKB:P19793	RO:0002630	UniProtKB:O95071	biolink:directly_negatively_regulates	PMID:37478846	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:O95071
manual_agent	biolink:GeneToGeneAssociation	7a20bd72-f45d-401e-9e6c-503d561ef759	knowledge_assertion	UniProtKB:Q9Y6Q9	UniProtKB:Q9Y6Q9	RO:0002629	UniProtKB:P10276	biolink:directly_positively_regulates	PMID:2825025	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:P10276
manual_agent	biolink:GeneToGeneAssociation	1fa33ddf-e994-48e6-8a76-df91e70da8fa	knowledge_assertion	UniProtKB:P19793	UniProtKB:P19793	RO:0002629	UniProtKB:P10276	biolink:directly_positively_regulates	PMID:2825025	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:P10276
manual_agent	biolink:GeneToGeneAssociation	19bf426f-cf33-459d-8037-a6a55f7549f8	knowledge_assertion	UniProtKB:Q9Y6Q9	UniProtKB:Q9Y6Q9	RO:0002629	UniProtKB:P19793	biolink:directly_positively_regulates	PMID:9267036	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:P19793
manual_agent	biolink:GeneToGeneAssociation	a2e71e46-df29-41c8-9fc5-d066b8f8e22f	knowledge_assertion	UniProtKB:P10276	UniProtKB:P10276	RO:0002629	UniProtKB:P19793	biolink:directly_positively_regulates	PMID:9267036	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:P19793
manual_agent	biolink:GeneToGeneAssociation	17b1d32d-125d-4ee7-9ba7-5f3468967c80	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-936957	obo:go/extensions/reacto.owl#REACTO_R-HSA-936957	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-936957	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-936957
manual_agent	biolink:GeneToGeneAssociation	9087c173-e189-444c-996b-6abea2adda98	knowledge_assertion	obo:go/extensions/reacto.owl#REACTO_R-HSA-166279	obo:go/extensions/reacto.owl#REACTO_R-HSA-166279	RO:0002413	obo:go/extensions/reacto.owl#REACTO_R-HSA-936957	biolink:related_to		{'id': 'infores:reactome', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:reactome', 'resource_role': 'primary_knowledge_source'}|{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'aggregator_knowledge_source'}	obo:go/extensions/reacto.owl#REACTO_R-HSA-936957
manual_agent	biolink:GeneToGeneAssociation	d31d0d87-4266-435b-911f-90aed4155fc2	knowledge_assertion	UniProtKB:O95166	UniProtKB:O95166	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	0f490a23-ddac-4f02-b741-40dba600bc25	knowledge_assertion	UniProtKB:P60520	UniProtKB:P60520	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	06381076-6a73-4d5e-b42c-f743c0c0e27c	knowledge_assertion	UniProtKB:Q9GZQ8	UniProtKB:Q9GZQ8	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	534f6b33-92b4-4882-b1a5-14412c900792	knowledge_assertion	UniProtKB:Q9H0R8	UniProtKB:Q9H0R8	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	b6304e34-37ec-4052-af16-92b860cff72a	knowledge_assertion	UniProtKB:Q9H492	UniProtKB:Q9H492	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	2042a117-a5bc-4987-aacb-959068af4dc7	knowledge_assertion	UniProtKB:Q9BXW4	UniProtKB:Q9BXW4	RO:0002629	UniProtKB:Q9H1Y0	biolink:directly_positively_regulates		{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H1Y0
manual_agent	biolink:GeneToGeneAssociation	d9a2d18e-2307-4e42-800f-a2619fa60ce7	knowledge_assertion	UniProtKB:Q9H1Y0	UniProtKB:Q9H1Y0	RO:0002629	UniProtKB:Q676U5	biolink:directly_positively_regulates	PMID:30778222	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q676U5
manual_agent	biolink:GeneToGeneAssociation	2a4bc684-4d77-48ee-983c-d2bc45c1b4ea	knowledge_assertion	UniProtKB:Q676U5	UniProtKB:Q676U5	RO:0002629	UniProtKB:Q9H082	biolink:directly_positively_regulates	PMID:21808068	{'id': 'infores:go-cam', 'category': ['biolink:RetrievalSource'], 'resource_id': 'infores:go-cam', 'resource_role': 'primary_knowledge_source'}	UniProtKB:Q9H082
